Datetime,btc,eth,usdt,bnb,ada,xrp,doge,dot,usdc,icp,bch,matic,uni,ltc,link,xlm,etc,sol,busd,vet,wbtc,theta,eos,trx,fil,aave,shib,xmr,dai,neo,klay,okb,ceth,atom,mkr,cro,bsv,cusdc,miota,cake,rune,xtz,ftt,algo,cdai,safemoon,cel,ksm,ht,btt,luna,AVAX,comp,hbar,leo,snx,dash,egld,sushi,ust,tel,amp,hot,dcr,xem,yfi,zec,waves,tfuel,enj,zil,nexo,chz,near,pax,tusd,hbtc,qtum,hnt,btg,steth,bat,mana,zen,stx,dgb,nano,fei,ont,grt,sc,one,bnt,husd,omg,chsb,ftm,zrx,uma,xsushi
2021-04-04,1067101827372.95,233519912234.63,42448788685.51,49920147538.05,37354800049.68,26697487988.48,7298466978.79,41035684386.91,10814220927.24,,10004717420.43,1776309707.18,15421482342.44,13154031597.30,12338407563.97,9343187686.92,1586230489.35,6076766593.93,3960702205.43,5810145398.28,8055009441.33,11470290250.79,5184229021.05,7321302883.80,11318036521.76,4766982643.34,0.00,4590196452.35,3060622618.30,3596544930.99,0.00,4311258583.30,5072560285.86,4832862583.10,2031940173.48,5479069007.16,4077851019.88,2859709800.06,4124672559.65,2323232190.87,2119752535.40,3675303556.74,3531989151.75,3317211425.44,2995406074.76,0.00,2087076014.53,3973472067.44,2892691729.59,4745293897.06,6977835143.95,3614941150.09,2331780838.23,2561663396.77,1915620772.35,2900644433.00,2261937297.53,2780022584.86,2086851601.81,1672554747.78,421502716.65,1005953402.90,4152882103.67,2269570253.84,3281320148.47,1299293553.72,1893737697.20,1173369088.72,0.00,2164955045.59,2184914671.39,1501235802.09,2439826151.01,1929281025.66,982360327.66,317033380.42,1594482465.59,1018757334.17,1168567702.98,653087790.23,393148123.45,1683265757.16,1259852276.56,591469913.13,1182071640.15,1127143613.54,671680984.03,2263704737.23,1298259664.30,2074361331.10,1287458553.93,1432103590.37,1282007732.21,793919376.97,952830018.34,953299771.57,995969064.92,1320252932.34,1488691006.54,944570022.25
2021-04-05,1087344280109.69,239721240194.14,42493963928.17,53890347090.86,37920229258.22,28867765642.15,7463266115.92,43038662965.12,11072379392.68,,10461191808.16,1816787944.69,16153866456.89,13522655401.70,12842928797.74,9774199384.62,1692084299.29,6459213598.52,4025095207.37,6068323594.32,8175604696.30,11817911062.30,5967747529.51,9144431642.19,11829678782.24,5041026014.27,0.00,4713960991.96,3063684863.86,3828303280.88,0.00,4537817552.99,5209850578.00,5130214014.74,2084473343.95,5736678648.17,4259825478.58,2924103850.04,4312073530.61,2500074172.94,2408458608.66,3914782026.62,3656910035.86,3431683154.72,3124547470.23,0.00,2282316078.47,4001906288.43,2978095566.37,7020085705.98,7036269109.72,3748901258.83,2669264942.36,2653130373.95,1906155856.69,3085661748.69,2731399483.17,2925429910.52,2145927515.13,1682924321.97,392501933.84,998290774.64,4997186445.50,2385402271.70,3678624559.14,1363886902.10,2038404799.46,1225213997.08,0.00,2257794121.09,2610340254.20,1549147106.90,2608346990.23,2038635218.19,985673537.89,319677364.74,1622985292.43,1119932604.89,1286494101.48,721523413.74,400546605.71,1751640095.04,1329384132.83,718912657.68,1218543339.71,1290885245.78,714269181.59,2399245859.24,1411026027.92,2160284063.53,1431978686.62,1492454203.64,1322029904.15,785259731.59,1110316794.23,1061667942.94,1038322239.29,1398239939.82,1529963923.58,965649392.64
2021-04-06,1096202611389.95,242118495324.84,42544365000.31,56849486727.35,38866154208.52,41446009348.25,7715037291.55,44120784681.12,11039896701.07,,11898040286.46,1858744891.63,15962072689.87,14693380803.63,13479390430.35,12104018899.40,1857537189.85,6143755028.53,4083127571.94,6715374621.16,8249063834.40,11575527681.69,6329708916.33,9985858390.59,11402316362.31,4930008419.24,0.00,4743163378.37,3050018661.01,4117436055.77,0.00,4750517516.91,5218445830.85,5102237212.06,2102606640.62,6209227399.50,4582039909.94,2936569127.71,4747740882.12,2459522727.00,2262648347.01,4623762900.22,3829566410.03,3649919763.93,3366006774.43,0.00,2395337531.25,4144268893.13,3088595369.84,7273099093.65,6758818179.77,3988965459.38,2482740516.76,2606349306.67,1935873935.98,3073432073.32,2754876057.74,2923339547.13,2113248532.88,1688553144.38,425085347.33,1017690989.36,5070536415.54,2460922790.18,3739557422.25,1394643871.83,2160975158.21,1276205954.85,0.00,2302684928.55,2551169951.65,1596165822.09,2563537507.64,2084066639.28,966084001.70,323882705.95,1640329097.19,1212600355.58,1192575339.47,842489457.03,410571877.75,1883747401.54,1331166809.08,735499612.12,2858422154.87,1251636725.32,749899019.96,2296568402.10,1601669747.75,2226353919.81,1616684911.65,1448141110.41,1335638635.21,772380278.72,1198202623.82,1089970295.51,1176019747.16,1359767346.31,1567914259.95,967831447.82
2021-04-07,1084341670320.81,244306254505.30,43125054016.87,62712349429.43,40174301241.53,50389991767.08,8342298639.84,42688387270.04,10937004459.00,,12401540441.19,1895039219.83,16309533174.94,15857642401.33,14516869513.17,12102966284.65,2083790924.93,6677871480.25,4017847081.36,7471160886.36,8226569698.33,11701539766.71,6372766318.25,8954301783.33,10766940513.54,4798962885.95,0.00,4845514429.54,3063203543.93,4451409640.16,0.00,4958477314.82,5189883353.83,5173494054.03,2067636994.66,5842921013.83,4932263845.97,3019909042.27,5010126663.73,2670802171.58,2300198874.96,4736901036.38,4067899862.07,3670028948.17,3430319184.90,0.00,2584244712.42,3987774926.67,3359016120.24,6798315434.41,6534851645.93,4064413025.50,2354237949.77,2592657023.35,1995291204.78,3297228738.04,2795151490.10,3322812524.33,2207549952.29,1706524797.71,408457716.46,1042432911.17,4147224098.31,2425084236.29,4309064192.07,1507286936.36,2092634356.00,1340799710.38,0.00,2179898373.59,2498905012.65,1615833360.75,2469280698.63,2345335020.62,959587057.99,316618047.18,1623247987.17,1559319155.76,1436197094.88,1212992510.22,415691225.73,1973572464.45,1269440049.49,742855082.72,2088742373.57,1222093895.25,764388490.93,2246301813.96,1557530479.32,2156542071.77,1468249723.74,1390774233.95,1347139358.56,769205050.65,1306283653.68,1125058723.53,1170336673.16,1454781324.91,1531221183.95,986719975.16
2021-04-08,1050759681844.61,229324263726.27,43178291901.00,58558889933.08,37822168969.26,42704151358.51,7655108665.35,39229624713.85,11025108742.87,,11684000996.49,1723635475.72,14935901075.53,14765003095.39,13139183162.50,10920607979.49,2267613826.14,7244692415.79,4196456980.98,7133019547.44,7970073908.52,12378894545.96,5693328138.70,8072075620.14,10191782324.67,4377197714.56,0.00,4652877586.33,3053418874.35,4265942684.92,0.00,4903780400.50,4943498981.12,4713646601.39,1915200954.91,5218116982.65,4498487988.00,3039726400.95,4653028262.40,2590990545.28,2145894288.69,4289408981.46,3962197507.53,3474087616.06,3405847886.04,0.00,2860282707.07,3885191077.24,3011156384.30,5670931061.68,5995145561.38,3822599952.05,2224302142.34,2487387738.10,1992199979.30,2952667390.19,2582295936.46,3054541387.48,2020915677.55,1706888332.59,377693394.19,1029476520.70,3712675942.14,2326958141.05,3473282464.42,1591028393.18,1897265166.78,1223842634.49,0.00,2634914149.91,2324128679.26,1517902193.52,2424865425.89,2123642843.98,940614256.54,322628979.08,1575351735.90,1656113108.86,1301151208.71,1431709021.51,394280450.42,1791494953.28,1232145851.26,765619374.40,1805920149.65,1152619315.32,700801683.33,1680692054.65,1438957907.68,2055052659.12,1282327738.95,1486153152.19,1250257174.34,751782603.56,1401992791.23,1077542491.52,1066208591.07,1319660475.36,1405941604.47,913800961.00
2021-04-09,1083362883828.12,240116470865.16,43829500562.85,64636587595.51,39107779970.63,48192343014.52,7962866152.08,40700735346.48,11178287475.75,,12006340847.74,1796567178.67,15720242344.03,15100328479.30,13654897168.37,11442361074.61,2265163064.26,7238834909.90,4633049754.30,7749045619.97,8300722371.13,12924673739.95,6147182776.25,8877512597.78,10098092961.26,4621898162.26,0.00,4815777513.85,3042130828.51,4430159740.38,0.00,5164502321.51,5266782265.95,4892503805.76,2001006133.39,5488108059.92,4660060455.22,3094565115.67,5281016774.07,3148356097.07,2363600353.74,4720815263.15,4309622052.12,3568340152.81,3398148239.99,0.00,2958652690.76,4150765696.56,3229653093.28,6721183990.58,6052041525.45,3934463236.15,2267781598.36,2638673138.78,2018632412.80,3020122102.37,2696284618.32,3154398568.16,2083276435.79,1733893093.93,365969729.97,1013020044.37,4104972126.36,2422635177.76,3989440905.75,1716781481.21,2034607154.31,1373589175.74,0.00,3062592724.26,2474514085.58,1572810241.12,2646421567.35,2293573985.36,901167468.69,312631943.23,1615025491.72,1686651322.52,1305957830.21,1753677193.36,403455305.71,1933386081.79,1316356145.21,795417346.00,1993139905.67,1216023909.31,777336419.92,1585985799.72,1561175136.24,2141575616.16,1433910341.92,1502635070.04,1297092925.56,709358532.36,1429388084.86,1095749997.98,1103294824.93,1408784230.92,1469694276.40,918144075.44
2021-04-10,1085794662404.73,238825167325.68,43883964992.78,69006619223.09,38573434366.33,47443263646.76,7936596412.16,40088795175.59,11219365821.48,,11842528757.84,1838825193.17,15391195971.56,14748683447.82,13254217146.65,11100769359.64,2178515769.78,7509326042.82,4920191478.74,8336843420.32,8485828908.99,12618069394.81,5955717577.84,8323623723.44,11367767095.01,4491847737.21,0.00,4918454492.31,3046156927.33,4307772141.57,0.00,5221578970.11,5227880856.81,5058548780.59,2010269108.77,5684687412.80,4841080500.76,3147768948.28,5267036777.23,3606600370.34,2740477599.48,5119093875.57,4380452443.09,3699656624.05,3436376321.88,0.00,2887946117.54,4042576015.44,3329304307.63,6335665100.58,6003555022.75,4030114768.96,2278589494.24,2771168942.90,2004164075.36,2937159458.90,2674146648.71,3393053932.29,2098601162.79,1742430630.06,383913404.69,1016429230.67,3797776172.46,2445341761.69,3875535464.83,1654263914.78,2144544958.64,1709345950.33,0.00,3237034097.24,2638630391.33,1598640667.96,2570815598.53,2210350830.89,913789210.93,298345797.38,1619403913.78,1638750713.48,1259243531.72,1781355573.99,397249529.61,2258287257.45,1377306454.65,790485367.40,2054204441.23,1236087772.51,813534419.34,1599081460.92,1622548901.16,2133544432.73,1469666675.96,1493489256.38,1273623872.20,724772323.14,1460209141.56,1045609605.37,1145486775.50,1640892719.85,1484420461.20,914204740.04
2021-04-11,1116221525334.33,246336623343.48,44559427154.36,72863380910.31,39035365860.86,62809519330.03,8249317321.21,40822769763.27,11185465356.75,,12528853937.38,1811670703.17,15457242677.44,16688108796.88,13342329421.90,12962425078.04,2369270238.94,7243681262.23,4940286244.03,9480309813.48,8702888731.68,12387525924.61,6303143789.76,8984059739.51,11422177636.13,4585664294.41,0.00,5249515085.96,3113531052.34,4348126995.30,0.00,5587248326.03,5367461990.09,5043069192.10,2019068354.43,5892557909.79,5059724829.72,3138770920.86,5771580112.22,3445555406.40,2762804519.42,5021252937.95,4335407114.21,3730197389.25,3410377285.07,0.00,2769167805.19,4042507364.32,3429621069.48,5885587373.58,5902285496.63,4114354954.07,2264565968.14,2688764445.59,2028804508.96,2875541260.75,2863282381.82,3665305411.20,2093534807.97,1759890255.14,363439863.84,1021116442.02,3430620726.76,2495332166.37,4014333409.37,1619475394.71,2244026651.78,1638294052.14,0.00,3024277381.65,2510121539.82,1611452499.05,2540149378.29,2247168662.94,911007592.87,288892416.18,1664263158.57,1640919581.01,1340608846.17,1882023779.28,432854220.93,2193842646.27,1345346786.56,796956458.26,2035744618.92,1222227655.61,800885362.94,1699380259.03,1594700909.30,2330731473.00,1356050751.03,1411703765.48,1276555701.73,726159168.55,1412521400.59,1024090498.40,1118507418.10,1695666303.15,1687173941.81,911378631.63
2021-04-12,1120606689450.47,247431817683.19,44446295786.07,80304972015.62,40619405204.81,61944875382.23,9687276639.09,40683743856.07,11280826363.91,,12848373923.75,1851562051.80,15524034940.50,16847302144.17,14147574555.22,13398955198.84,2352189330.88,7504132255.22,5027032495.15,9179607063.29,8744515485.62,12197305948.24,6431153395.98,8760333395.53,11760257667.55,4591537316.90,0.00,5850108404.97,3144341189.93,4502195197.36,0.00,5911036750.29,5406255040.25,5545446672.54,2044371117.04,5811003345.62,5150160998.00,3199893600.82,5844387207.44,3992741640.80,2552599712.02,4933964577.15,4505990613.44,4051820678.29,3443028712.07,0.00,2704648015.56,3948834702.56,3660103761.18,5777031805.04,5785377828.40,4045289666.26,2316214033.96,2737231164.78,2028986915.68,2888547409.01,2897122530.86,4206335402.27,2046044319.61,1749622790.52,375180056.56,1041329491.37,3502173177.00,2523165467.79,4309329483.95,1631464379.42,2421812930.78,1558403673.66,0.00,2911013128.18,2476716687.24,1647382978.90,2580527899.03,2346215287.94,910454464.63,293973859.40,1674193532.39,1548918823.41,1331018988.34,1979051058.38,436029206.53,2154554802.04,1422325163.16,829171532.52,1978105166.33,1250183876.33,773681959.65,1626719585.67,1583016249.63,2321444018.60,1342948609.01,1357852329.83,1263315543.47,727233320.66,1338269595.02,1007956169.11,1160269915.57,1661740811.29,1621577103.91,883536967.97
2021-04-13,1118532902101.53,247289165411.20,44597273098.82,92356058016.54,42234834334.01,66682095016.48,9196724800.29,39897746204.73,11011222093.62,,12586504351.06,1803520035.70,19144430314.82,16366203566.37,13882731108.88,13495694519.66,2450057922.92,7668557969.18,5066921861.82,8442972023.74,8736674016.11,12101031166.96,6211501307.71,9304010445.66,11162781438.09,4945119196.70,0.00,5661452677.36,3129418363.18,4560152412.79,0.00,6140585354.27,5447196388.76,5277586862.89,2392813472.10,5565829836.85,4874617094.86,3367749168.65,5495376003.01,3938822463.83,2809057286.01,4810053307.08,4662420242.77,4074623445.97,3426932847.68,0.00,2714580988.14,3806104695.36,3946272268.60,5444138743.30,5592127815.31,4350727543.06,2334347158.57,2869456977.51,2027306235.99,2966322564.52,2838453750.26,3930267417.09,2329921784.59,1755775137.51,402933377.08,1061904636.97,3358095362.82,2450130051.53,4024554555.14,1557229260.46,2452203696.32,1527015187.67,0.00,2821989776.99,2368412453.22,1802880576.58,3051043005.17,2356682354.65,901835451.38,291807603.06,1667170737.57,1507013335.03,1261025844.16,1839219044.40,470602814.08,2110530044.18,1508318072.34,843251828.49,2190424293.41,1188628845.22,758561004.28,1586747818.70,1507736177.91,2481726806.38,1264305320.95,1398033032.07,1239964264.81,718832424.49,1321212312.29,964626580.56,1084806308.54,1657657489.51,1643693400.64,993779160.32
2021-04-14,1187737045885.17,265314823430.15,45518007079.69,85352626250.57,45655290039.77,82194439880.47,12113258471.40,42419688929.99,11159853205.40,,13983945638.15,2106874367.64,18342267583.04,17767587693.07,14925152159.38,15041020935.57,2685360979.96,7477651408.25,5252038146.97,10007523993.48,9365645152.22,12491051348.83,7059617400.39,10571945441.65,10990468386.31,4979026705.72,0.00,5869909991.53,3168233746.46,4720547779.38,0.00,5815719423.08,5764718833.69,5745930395.19,2325368250.24,5972819762.89,5554177151.52,3478059900.44,6095588574.79,3674475229.80,3078974272.06,5015194474.65,4881405683.10,4141744462.83,3312974923.84,0.00,2707674421.33,3895567091.71,3747996147.03,5589457526.76,5958025614.31,4343560125.00,2445852163.03,3090361996.40,2042518643.87,2904224386.15,2944489441.69,3721666087.88,2303539310.59,1781026833.64,396821432.06,1110243804.33,3376531540.32,2594391092.49,3835074187.05,1621806028.57,2483410765.51,1584782239.20,0.00,2884080172.22,2468183715.30,1908059877.02,2779022583.37,2279066759.06,936196162.53,297605187.76,1769677211.55,1565166195.40,1258984807.50,1942897681.17,511084059.16,2254278014.92,1471532022.91,944387103.83,2429049585.19,1186961930.59,759029181.93,1554238834.66,1562225811.86,2365767579.79,1363664295.89,1386191365.20,1277072511.44,745703391.23,1341892386.67,984290450.44,1066049779.13,1816326873.61,1600081457.68,961651336.72
2021-04-15,1173412921929.89,281118122172.13,45928633894.54,83633350017.25,46765701663.38,84389055763.72,15701118351.14,41865671360.15,11487127274.02,,15382883005.74,2144658328.43,18760824233.07,18600879834.54,17342976823.57,14534146886.28,2772458269.40,7124964901.17,5335590999.68,11197337723.16,9352621716.53,12115583163.58,7347856022.99,10102158667.46,11193671219.72,5345563349.84,0.00,5733404841.54,3147936581.18,4881465293.94,6783347719.82,5431818789.68,6078411037.93,6349814344.58,2407733919.33,6085749270.41,6134961309.22,4088538175.79,5891905983.97,3493507022.37,3526209821.60,5047888940.23,4925872435.97,4050746432.10,3439520082.60,0.00,2625730403.57,4081103592.10,3766109588.01,5277255073.88,5804721432.89,4961307642.41,2442526645.79,2972153814.87,2077418107.27,3032981177.33,3077693054.23,3937243061.77,2545160152.93,1776099438.28,382172580.80,1365047356.40,3171932333.66,2650870889.16,3967364393.32,1706712321.75,2616808735.78,1534283627.67,0.00,2719540018.36,2395729990.54,2082613775.17,2715234044.16,2225788007.52,912735152.12,304370625.02,1754938629.77,1645461321.33,1188314813.18,1880484490.27,526918484.56,2195629563.10,1442675788.24,933706228.53,2717706350.08,1412031950.59,724851685.15,1592806445.31,1545976506.79,2485747655.98,1621834966.15,1407526784.61,1347719202.55,734841831.83,1300941994.77,931678645.33,1061641655.26,1674770137.05,1591868622.73,1063066815.21
2021-04-16,1179561609816.94,290591950682.47,46601536890.78,83889063375.70,47301179157.60,80621962486.45,22780764221.12,42864935181.02,11602388663.57,,16152311194.21,2297836037.21,19664554845.73,19115102975.37,17901608376.79,14609077028.72,3653819590.22,7510746946.81,5538253784.71,11707392776.97,9391973438.12,12536959053.91,7483020931.94,11920662705.13,11432372290.91,5839458039.14,0.00,6112388259.00,3197460209.25,5263225480.67,7633980240.25,5581355413.64,6208455695.76,6594393883.41,3406619691.08,6516035695.91,6795566363.25,4045517210.11,6088409390.82,3626611489.62,3413691154.30,5223489305.15,4962827502.44,4378393699.14,3516154149.15,0.00,2678903315.68,4234684322.45,3783727523.45,5632189672.28,6376199440.46,4767391064.91,2847946028.54,3056957853.04,2157494678.73,3352493091.14,3279751150.42,4016202992.93,2560315409.42,1782877757.27,386630862.41,1426272951.99,3320650526.33,2656060611.63,3936984209.96,1814995465.12,2776788491.88,1607065675.91,0.00,2969709116.92,2608413993.10,2126408068.22,2915672535.60,2299820696.80,889305074.83,328830538.73,1760130126.17,1841624720.93,1198970018.43,1861162888.63,555852003.22,2280331348.31,1638375729.65,1162770041.37,2814274789.79,1446854173.42,759383247.49,1659049995.18,1660391426.62,2562988254.11,1594301302.36,1442581376.64,1434433576.53,732995114.41,1364620037.39,1046989382.85,1128728446.18,1715488793.62,1788834805.41,1087653192.61
2021-04-17,1149602869702.26,280617563098.83,46966476338.50,79138319032.72,45346591335.34,72810668537.59,48767205447.02,40968120748.56,11970285414.24,,21130987173.28,2215044027.39,18872611505.58,20798040464.33,17579790113.55,13890684642.69,4823102276.55,6847726667.99,6170801286.30,14891074462.50,9142484660.91,14012980204.65,8179522876.38,11604718444.32,12306583039.56,5524961581.06,0.00,6112773785.17,3322633590.70,6152360794.62,6638986603.37,5124687941.54,6006017222.53,6097863649.74,3060875659.05,6404149325.41,8150425986.01,4081149037.85,7053700419.51,3505121967.92,3428371201.12,5568469301.96,4716631502.85,4242771151.99,3559215191.81,0.00,2533284604.88,4027376600.88,3653191798.30,5345564653.34,6011753423.34,4550206528.44,2844126298.45,2768385675.64,2142351355.69,3164524459.66,3878490502.23,3725581548.68,2418468136.40,1818748632.54,428371729.15,1848580605.51,3391811891.02,3148187477.13,4091693392.46,1909951154.21,2970487722.46,1668093853.52,0.00,2806151626.48,2824651242.85,2063117955.52,4001821176.06,2107169115.70,1000613037.02,322414700.64,1720917936.07,1908901714.98,1163285987.25,2007778097.00,534529234.80,2258098307.75,1707353470.53,1365575001.17,2501757631.95,1615217145.14,820396287.96,1599617865.03,1936324554.65,2453562984.37,2072057969.11,1334129793.01,1382796051.11,834052500.18,1423889981.26,1038304582.07,1134185816.04,1627245477.75,1752414130.17,989829936.31
2021-04-18,1125592412523.22,271060261616.96,47980429555.13,80146564558.27,44131641785.75,71413494678.57,37483584821.50,42045360704.40,12314666876.61,,19002658679.91,2107787279.26,18166059530.99,20312989752.93,16990628189.68,13668280868.30,4841591899.62,6763365116.21,6266189341.39,15342926231.57,8943529385.93,13471456851.44,7511587658.74,11380541777.06,12199694683.65,5356219589.21,0.00,6538906007.80,3438662610.48,6665376751.04,6458861024.92,4993478331.79,5767350021.52,5885950449.76,3019403070.38,5981925569.48,7067467778.96,4056054230.29,6504518090.65,3796644104.05,3356328214.04,5469125203.41,4584083202.64,4771582903.05,3592062838.68,0.00,2484849265.50,4123298750.59,3391717065.76,6430312256.12,5813771141.09,4408303670.94,2723056860.78,2781167676.45,2147633504.98,3099599977.39,3654709029.95,3753856860.82,2379070587.85,1788020223.47,432369069.95,2151488389.84,3394591929.71,2987264372.16,4254193583.86,1779123047.45,3116592779.12,1569842341.34,0.00,2789804789.97,2676735436.50,2028138164.72,3319956868.87,2087351496.71,1045640873.65,322408572.69,1678887516.25,1802811759.05,1202184307.33,1909157988.76,518288626.18,2217663850.38,1998911318.85,1288073918.99,2410655379.86,2001373785.03,1984204884.80,1535223481.56,1864550789.20,2381292841.84,2692759940.30,1357032843.06,1345782141.30,866465323.03,1327105423.38,993963616.94,1267278276.42,1602507685.45,1730395413.15,997407097.82
2021-04-19,1053618163309.58,259329079995.44,48440253076.17,74374361399.97,41009185396.83,64857860313.74,41360056945.15,36963739593.61,12649880206.72,,18152060771.92,1905032945.18,16636767225.39,18330095062.85,16503345637.40,12491004151.28,4748396482.66,8839759827.80,6420561913.30,16158438378.79,8670066515.62,11868695353.92,6918543441.24,10328002951.29,10541847149.09,4797410887.48,0.00,6115918862.17,3438712732.45,8351104877.38,6745811260.75,4785686596.24,4078426616.97,5160838452.58,2931120759.62,5740885139.07,6274377059.25,3477130473.45,6612984238.89,3477655365.17,3731561262.42,4768481315.67,4424639048.23,4182642635.49,3616571495.95,0.00,2440023066.86,3669801021.86,3114920767.16,5657297834.45,5104970953.71,3765597554.61,2469629848.78,2546701418.26,2066427525.24,2746367812.92,3177818172.56,3353106214.06,2102039795.30,1809085957.47,403691958.90,2288937998.88,3067055579.94,2890192046.23,3638695142.70,1938839411.53,2877624863.91,1366529371.34,0.00,2509371416.70,2462758119.71,1998036680.49,2957493973.62,1823898944.66,1075311491.13,330691374.29,1574612032.00,1874537066.02,1262090966.13,1668128981.48,494299217.80,2001227591.61,1830577011.21,1220527822.91,2088241715.24,1912300070.48,1552787522.77,1511924049.97,1867156029.48,2089446233.34,2448557565.15,1224086550.35,1258160735.87,886162445.86,1178659205.46,929139081.46,1064352993.08,1379562046.86,1956284328.85,864797482.25
2021-04-20,1043148020633.03,251090482814.83,48246126852.29,78419210502.81,38453861925.16,60778792590.85,53086953475.87,34547573875.09,12763424151.92,,16742566610.56,1716233238.65,16366385637.62,17498490056.87,15196136707.49,11504970414.97,4250624511.80,8636876765.15,6650856638.92,15344444710.33,8592739742.98,10882060848.66,6356180157.86,9494239584.04,10430669542.83,4317064682.68,0.00,6321028991.74,3426128926.73,7736803550.47,6443575399.13,4340006500.02,3971431355.60,4641677270.19,3179234423.56,5245034037.82,5504953010.52,3726373401.74,5946398699.53,3494274450.55,3387757083.10,4233741813.20,4357947132.15,3734380545.20,2841929471.90,0.00,2378810082.40,3315139523.59,3090107351.29,5318333480.25,5361635807.55,3412628582.45,2400835241.26,2316377742.41,1862878186.10,2439968229.18,2977234819.42,2995908321.91,1825330534.21,1810300748.52,376751323.67,1958399821.19,2846360943.93,2772404991.32,3442679941.92,1703687962.51,2504847435.99,1262324980.10,0.00,2284389382.02,2213001102.95,1904938398.34,2737396790.39,1679866195.70,961636888.05,301015149.22,1561078808.01,1910977758.08,1043607276.33,1563200176.81,542126589.16,1986833802.31,1741015246.74,1061212741.21,2486373713.06,1907643924.12,1376939641.64,1455085171.58,1740498872.72,1934114220.87,2173527525.45,1104893516.08,1190802761.69,816265611.48,1106974354.63,976329434.05,1017236056.66,1252948412.16,1620679640.71,754853146.15
2021-04-21,1055145534127.33,269456185695.20,48820994300.75,89885987227.81,40395164223.48,63746186778.72,43064103591.27,35052437008.23,13003119763.97,,17822469213.05,1777708295.12,16645899118.89,17573459862.73,16351577230.76,11978068909.66,4271912332.30,8638723481.26,6872204116.83,16916710835.38,8690583973.51,11722359762.02,6422857437.41,9627774435.79,10378377088.79,4493941411.04,0.00,7193445263.44,3441227995.25,7600878988.13,6608684319.56,4745108217.14,4245760977.35,5066795702.35,3116328912.29,5183447411.88,5728220887.09,3664098707.20,6130732229.28,4162770750.72,3422576072.10,4343227516.21,4627021021.50,3723110372.62,2830830980.62,0.00,2370733061.05,3357079568.94,3443172496.62,5505106157.32,5102747892.19,3513993514.41,2443891648.67,2577802787.17,2088370956.89,2545008273.18,3228681339.35,3056304330.42,1878115263.93,1832654233.92,395507377.45,1816885167.29,2859417691.34,2770053591.28,3492478809.81,1768988916.90,2717240112.40,1357229994.16,0.00,2360226864.60,2300900990.21,1986096062.25,2736354611.54,1766774890.40,1084346832.05,322883693.41,1580300176.59,1801508095.77,1033295182.12,1662466878.85,555497664.53,1880182536.18,1853247590.46,1299111224.15,2554532591.33,1835920840.15,1145145817.89,1682909218.28,1698357844.83,1933927377.02,2186303716.75,1123697342.34,1215430981.83,904941236.81,1103462817.59,1056524363.73,1016490199.28,1343024898.08,1712192797.99,764097965.43
2021-04-22,1012699264345.66,274296843910.21,49176280914.28,85489582707.70,39015254845.14,60129127303.29,39871679937.56,33656812078.59,13084305484.79,,17192472545.53,1884364052.68,17489937901.70,17391797714.46,15400642175.55,11355967164.55,4077420465.92,8840620046.28,7238430299.32,15345230222.23,8367358008.81,11162213382.38,6131780499.16,8977823783.70,10113452284.83,4430861443.88,0.00,6937084269.00,3434759751.83,6877125046.00,6239148064.83,4723560331.32,4313983697.09,4723363643.05,3618908471.39,5139608876.39,5584089009.20,4466505225.64,5751934193.62,4155379292.09,3048023522.79,4149869354.04,4520564574.11,3538529905.77,3005255686.36,0.00,2369133354.50,3186447967.31,3688481008.99,5262728803.07,5044216692.87,3386392910.99,2495416009.81,2388806789.43,2074719254.45,2436661218.76,3002366842.25,3213664499.93,1876714708.38,1846520540.30,381642646.04,1865526320.67,2699460741.00,2662552085.40,3248802799.02,1661331121.10,2649734308.51,1455217882.64,0.00,2345090504.30,2148885625.18,1994793042.36,2836148696.42,1701251323.34,1047628743.43,337120953.15,1517847950.75,1650914708.28,1004624890.55,1525993165.86,576639980.77,1816052012.37,1795770188.59,1239348826.89,2383277196.38,2167174309.84,1172143260.73,1754801112.59,1542766295.75,1890382089.60,2079758288.52,1090273105.80,1192984429.57,845471468.04,1089758015.45,1059468497.34,949814152.38,1299690942.39,1539629122.94,744888583.52
